Count,City,URL
334 of 500,mareeba,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=mareeba
335 of 500,togur,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=togur
336 of 500,barrow,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=barrow
337 of 500,yellowknife,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=yellowknife
338 of 500,kodiak,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=kodiak
339 of 500,tiksi,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=tiksi
340 of 500,tarko-sale,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=tarko-sale
341 of 500,castro,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=castro
342 of 500,busselton,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=busselton
343 of 500,umba,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=umba
345 of 500,jacareacanga,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=jacareacanga
346 of 500,alugan,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=alugan
347 of 500,ushuaia,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=ushuaia
348 of 500,thompson,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=thompson
349 of 500,vila,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=vila
350 of 500,rabo de peixe,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=rabo de peixe
351 of 500,rikitea,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=rikitea
352 of 500,ust-ilimsk,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=ust-ilimsk
353 of 500,talnakh,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=talnakh
354 of 500,mar del plata,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=mar del plata
355 of 500,albany,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=albany
356 of 500,orebro,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=orebro
357 of 500,te anau,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=te anau
358 of 500,qaanaaq,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=qaanaaq
359 of 500,laguna,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=laguna
360 of 500,kondinskoye,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=kondinskoye
361 of 500,dickinson,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=dickinson
362 of 500,outlook,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=outlook
364 of 500,vaini,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=vaini
365 of 500,ushuaia,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=ushuaia
366 of 500,chuy,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=chuy
367 of 500,hobart,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=hobart
368 of 500,lafiagi,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=lafiagi
370 of 500,hermanus,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=hermanus
371 of 500,simoes,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=simoes
373 of 500,qaanaaq,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=qaanaaq
374 of 500,dingli,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=dingli
375 of 500,dikson,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=dikson
376 of 500,new norfolk,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=new norfolk
377 of 500,hilo,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=hilo
379 of 500,thompson,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=thompson
380 of 500,rikitea,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=rikitea
381 of 500,katsuura,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=katsuura
382 of 500,hermanus,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=hermanus
383 of 500,kavaratti,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=kavaratti
385 of 500,albany,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=albany
386 of 500,soc trang,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=soc trang
387 of 500,tual,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=tual
388 of 500,provideniya,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=provideniya
389 of 500,tarrafal,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=tarrafal
390 of 500,east london,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=east london
391 of 500,carnarvon,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=carnarvon
392 of 500,punta arenas,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=punta arenas
393 of 500,hobart,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=hobart
394 of 500,naze,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=naze
395 of 500,tuktoyaktuk,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=tuktoyaktuk
396 of 500,shache,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=shache
397 of 500,busselton,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=busselton
398 of 500,lupeni,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=lupeni
400 of 500,georgetown,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=georgetown
401 of 500,east london,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=east london
402 of 500,cavalcante,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=cavalcante
403 of 500,port alfred,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=port alfred
404 of 500,cuxhaven,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=cuxhaven
405 of 500,qaanaaq,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=qaanaaq
406 of 500,arraial do cabo,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=arraial do cabo
408 of 500,leningradskiy,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=leningradskiy
409 of 500,vaini,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=vaini
410 of 500,komsomolskiy,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=komsomolskiy
411 of 500,biasca,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=biasca
413 of 500,maniitsoq,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=maniitsoq
414 of 500,mahebourg,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=mahebourg
415 of 500,busselton,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=busselton
416 of 500,geraldton,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=geraldton
417 of 500,bandarbeyla,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=bandarbeyla
418 of 500,saldanha,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=saldanha
419 of 500,paamiut,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=paamiut
422 of 500,castro,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=castro
423 of 500,ponta do sol,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=ponta do sol
424 of 500,ushuaia,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=ushuaia
425 of 500,ilulissat,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=ilulissat
426 of 500,hirado,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=hirado
427 of 500,rikitea,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=rikitea
428 of 500,geraldton,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=geraldton
429 of 500,artyom,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=artyom
430 of 500,pangnirtung,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=pangnirtung
431 of 500,feldru,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=feldru
434 of 500,chuy,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=chuy
435 of 500,pacific grove,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=pacific grove
436 of 500,kahului,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=kahului
437 of 500,bredasdorp,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=bredasdorp
438 of 500,norman wells,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=norman wells
439 of 500,port alfred,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=port alfred
440 of 500,tiksi,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=tiksi
441 of 500,tuktoyaktuk,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=tuktoyaktuk
442 of 500,tilichiki,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=tilichiki
443 of 500,hilo,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=hilo
444 of 500,carnarvon,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=carnarvon
445 of 500,pisco,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=pisco
446 of 500,rikitea,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=rikitea
447 of 500,butaritari,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=butaritari
448 of 500,hobart,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=hobart
449 of 500,atuona,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=atuona
450 of 500,severo-kurilsk,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=severo-kurilsk
451 of 500,new norfolk,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=new norfolk
452 of 500,nuuk,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=nuuk
453 of 500,waltershausen,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=waltershausen
454 of 500,ballina,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=ballina
456 of 500,new norfolk,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=new norfolk
457 of 500,deputatskiy,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=deputatskiy
458 of 500,mabay,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=mabay
459 of 500,busselton,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=busselton
460 of 500,iqaluit,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=iqaluit
461 of 500,beinamar,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=beinamar
462 of 500,hobart,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=hobart
463 of 500,narsaq,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=narsaq
465 of 500,catuday,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=catuday
467 of 500,hermanus,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=hermanus
468 of 500,flinders,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=flinders
469 of 500,namatanai,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=namatanai
470 of 500,rikitea,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=rikitea
472 of 500,atar,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=atar
473 of 500,jamestown,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=jamestown
474 of 500,isangel,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=isangel
475 of 500,jamestown,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=jamestown
476 of 500,rikitea,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=rikitea
477 of 500,bubaque,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=bubaque
480 of 500,punta arenas,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=punta arenas
481 of 500,leningradskiy,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=leningradskiy
482 of 500,bredasdorp,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=bredasdorp
483 of 500,saint-philippe,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=saint-philippe
485 of 500,bagdarin,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=bagdarin
487 of 500,tuatapere,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=tuatapere
491 of 500,arraial do cabo,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=arraial do cabo
492 of 500,alice springs,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=alice springs
493 of 500,haines junction,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=haines junction
495 of 500,tuatapere,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=tuatapere
497 of 500,punta arenas,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=punta arenas
498 of 500,dunedin,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=dunedin
499 of 500,husavik,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=husavik
500 of 500,rikitea,http://api.openweathermap.org/data/2.5/weather?appid=d9f788ccd230de9dfedc79a53db72d7f&unitsimperial&q=rikitea
